locus_tag	ftype	length_bp	gene	EC_number	COG	product
Agy99_04471	CDS	870				hypothetical protein
Agy99_04472	CDS	714				hypothetical protein
Agy99_04473	CDS	1161				hypothetical protein
Agy99_04474	CDS	402				hypothetical protein
Agy99_04475	CDS	951				hypothetical protein
Agy99_04476	CDS	1164		1.3.99.-		Acyl-CoA dehydrogenase FadE29
Agy99_04477	CDS	1032		1.3.99.-		Acyl-CoA dehydrogenase FadE28
Agy99_04478	CDS	1254		1.14.15.29	COG2124	Steroid C26-monooxygenase
Agy99_04479	CDS	1176	fadA5_1	2.3.1.16		Steroid 3-ketoacyl-CoA thiolase
Agy99_04480	CDS	258				hypothetical protein
Agy99_04481	CDS	144				hypothetical protein
Agy99_04482	CDS	498	ddn	1.-.-.-		Deazaflavin-dependent nitroreductase
Agy99_04483	CDS	906		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
Agy99_04484	CDS	780	bacC_3	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
Agy99_04485	CDS	516				hypothetical protein
Agy99_04486	CDS	288				hypothetical protein
Agy99_04487	CDS	447				hypothetical protein
Agy99_04488	CDS	519				hypothetical protein
Agy99_04489	CDS	744	crt_5	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
Agy99_04490	CDS	879		2.8.3.-	COG1788	Putative CoA-transferase subunit alpha
Agy99_04491	CDS	744		2.8.3.-	COG2057	Putative CoA-transferase subunit beta
Agy99_04492	CDS	1068		1.6.5.11	COG2070	NADH:quinone reductase
Agy99_04493	CDS	2022	hmp_3	1.14.12.17		Flavohemoprotein
Agy99_04494	CDS	411				hypothetical protein
Agy99_04495	CDS	243				hypothetical protein
Agy99_04496	CDS	693				hypothetical protein
Agy99_04497	CDS	423	lipY_4	3.1.1.3		Triacylglycerol lipase
Agy99_04498	CDS	1161	fadA5_2	2.3.1.16		Steroid 3-ketoacyl-CoA thiolase
Agy99_04499	CDS	558	kstR2_1			HTH-type transcriptional repressor KstR2
Agy99_04500	CDS	507				putative PPE family protein PPE42
Agy99_04501	CDS	1302				hypothetical protein
Agy99_04502	CDS	1119				putative PPE family protein PPE40
Agy99_04503	CDS	789	fabG2_3	1.-.-.-		putative oxidoreductase
Agy99_04504	CDS	1149		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
Agy99_04505	CDS	1524	fadD3_5	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
Agy99_04506	CDS	1134		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
Agy99_04507	CDS	936	acdA_5	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
Agy99_04508	CDS	963		1.3.99.-		Acyl-CoA dehydrogenase FadE27
Agy99_04509	CDS	1176	aspC_2	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
Agy99_04510	CDS	843	nat	2.3.1.5	COG2162	Arylamine N-acetyltransferase
Agy99_04511	CDS	612				Thioredoxin-like reductase
Agy99_04512	CDS	576	resA_2			Thiol-disulfide oxidoreductase ResA
Agy99_04513	CDS	444				hypothetical protein
Agy99_04514	CDS	498				hypothetical protein
Agy99_04515	CDS	933	htpX_3	3.4.24.-		Protease HtpX
Agy99_04516	CDS	507				hypothetical protein
Agy99_04517	CDS	408				hypothetical protein
Agy99_04518	CDS	567	hsaB	1.5.1.36	COG1853	Flavin-dependent monooxygenase, reductase subunit HsaB
Agy99_04519	CDS	903	hsaC	1.13.11.25	COG0346	Iron-dependent extradiol dioxygenase
Agy99_04520	CDS	888	hsaD	3.7.1.17		4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
Agy99_04521	CDS	1185	hsaA_4	1.14.14.12		Flavin-dependent monooxygenase, oxygenase subunit HsaA
Agy99_04522	CDS	1077	hmp_4	1.14.15.30	COG1018	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
Agy99_04523	CDS	531				hypothetical protein
Agy99_04524	CDS	2136		1.3.99.-		Acyl-CoA dehydrogenase FadE34
Agy99_04525	CDS	666	kstR_1			HTH-type transcriptional repressor KstR
Agy99_04526	CDS	1080	ipsA			HTH-type transcriptional regulator IpsA
Agy99_04527	CDS	939	psaA		COG0803	Manganese ABC transporter substrate-binding lipoprotein
Agy99_04528	CDS	819	mntB		COG1121	Manganese transport system ATP-binding protein MntB
Agy99_04529	CDS	852	mntD		COG1108	Manganese transport system membrane protein MntD
Agy99_04530	CDS	717				hypothetical protein
Agy99_04531	CDS	750				hypothetical protein
Agy99_04532	CDS	759	pxpA	3.5.2.9		5-oxoprolinase subunit A
Agy99_04533	CDS	921				hypothetical protein
Agy99_04534	CDS	1242	arsB		COG1055	Arsenical pump membrane protein
Agy99_04535	CDS	933		2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase
Agy99_04536	CDS	1407	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
Agy99_04537	CDS	498	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
Agy99_04538	CDS	684	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
Agy99_04539	CDS	489	carD		COG1329	RNA polymerase-binding transcription factor CarD
Agy99_04540	CDS	558	lpqE			Putative lipoprotein LpqE
Agy99_04541	CDS	957	radA_1	3.6.4.-	COG1066	DNA repair protein RadA
Agy99_04542	CDS	528	radA_2	3.6.4.-	COG1066	DNA repair protein RadA
Agy99_04543	CDS	1077	disA	2.7.7.85	COG1623	DNA integrity scanning protein DisA
Agy99_04544	CDS	822				hypothetical protein
Agy99_04545	CDS	627	mtcA2	4.2.1.1	COG0288	Carbonic anhydrase 2
Agy99_04546	CDS	885	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
Agy99_04547	CDS	768	menH_4	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
Agy99_04548	CDS	192	mhuD	1.14.99.57	COG2329	Heme oxygenase (mycobilin-producing)
Agy99_04549	CDS	1485				hypothetical protein
Agy99_04550	CDS	963	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
Agy99_04551	CDS	1569	smvA_2			Methyl viologen resistance protein SmvA
Agy99_04552	CDS	300		2.5.1.10	COG0142	(2E,6E)-farnesyl diphosphate synthase
Agy99_04553	CDS	681		2.5.1.10	COG0142	(2E,6E)-farnesyl diphosphate synthase
Agy99_04554	CDS	534	pspA_2	3.1.3.3	COG0406	Phosphoserine phosphatase 1
Agy99_04555	CDS	768				hypothetical protein
Agy99_04556	CDS	210				hypothetical protein
Agy99_04557	CDS	987				hypothetical protein
Agy99_04558	CDS	1302				hypothetical protein
Agy99_04559	CDS	345	lipY_5	3.1.1.3		Triacylglycerol lipase
Agy99_04560	CDS	2550	clpC1		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpC1
Agy99_04561	CDS	1302				hypothetical protein
Agy99_04562	CDS	342	lsr2			Nucleoid-associated protein Lsr2
Agy99_04563	CDS	1497	lysS1	6.1.1.6	COG1190	Lysine--tRNA ligase 1
Agy99_04564	CDS	819	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
Agy99_04565	CDS	432	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
Agy99_04566	CDS	948	panC	6.3.2.1	COG0414	Pantothenate synthetase
Agy99_04567	CDS	912				hypothetical protein
Agy99_04568	CDS	1353				hypothetical protein
Agy99_04569	CDS	477				hypothetical protein
Agy99_04570	CDS	528	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
Agy99_04571	CDS	402	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
Agy99_04572	CDS	828	folP1	2.5.1.15	COG0294	Dihydropteroate synthase
Agy99_04573	CDS	609	folE_2	3.5.4.16	COG0302	GTP cyclohydrolase 1
Agy99_04574	CDS	2223	ftsH_3	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
Agy99_04575	CDS	969	ephA_2	3.3.2.10		Epoxide hydrolase A
Agy99_04576	CDS	1683				hypothetical protein
Agy99_04577	CDS	300				PE family protein PE13
Agy99_04578	CDS	1302				hypothetical protein
Agy99_04579	CDS	747			COG2968	26 kDa periplasmic immunogenic protein
Agy99_04580	CDS	609	hpt	2.4.2.8	COG0634	Hypoxanthine-guanine phosphoribosyltransferase
Agy99_04581	CDS	972	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
Agy99_04582	CDS	1059				hypothetical protein
Agy99_04583	CDS	1386		3.4.16.-	COG2027	Carboxypeptidase
Agy99_04584	CDS	489	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
Agy99_04585	CDS	1077				hypothetical protein
Agy99_04586	CDS	1335				IS256 family transposase IS2606
Agy99_04587	CDS	1209				putative protein
Agy99_04588	CDS	714	ppm1_3	2.4.1.-		Polyprenol monophosphomannose synthase
Agy99_04589	CDS	342				hypothetical protein
Agy99_04590	CDS	945	galE1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
Agy99_04591	CDS	1764				hypothetical protein
Agy99_04592	CDS	1677				hypothetical protein
Agy99_04593	CDS	861	menH_5	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
Agy99_04594	CDS	1335				IS256 family transposase IS2606
Agy99_04595	CDS	567	fic	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
Agy99_04596	CDS	225				hypothetical protein
Agy99_04597	CDS	603				hypothetical protein
Agy99_04598	CDS	156				hypothetical protein
Agy99_04599	tRNA	76				tRNA-Thr(cgt)
Agy99_04600	CDS	1218				hypothetical protein
Agy99_04601	CDS	1590			COG2114	putative protein
Agy99_04602	CDS	2805	topA	5.6.2.1	COG0550	DNA topoisomerase 1
Agy99_04603	CDS	579				hypothetical protein
Agy99_04604	CDS	240	cspA		COG1278	putative cold shock protein A
Agy99_04605	CDS	837				hypothetical protein
Agy99_04606	CDS	1110				hypothetical protein
Agy99_04607	CDS	1032				hypothetical protein
Agy99_04608	CDS	831				hypothetical protein
Agy99_04609	CDS	201				hypothetical protein
Agy99_04610	CDS	603				hypothetical protein
Agy99_04611	CDS	795				hypothetical protein
Agy99_04612	CDS	1170			COG4962	Putative conjugal transfer protein
Agy99_04613	CDS	996				putative protein
Agy99_04614	CDS	147				hypothetical protein
Agy99_04615	CDS	858		3.1.3.-	COG0560	putative phosphatase
Agy99_04616	CDS	249				hypothetical protein
Agy99_04617	CDS	771				hypothetical protein
Agy99_04618	CDS	1656	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
Agy99_04619	CDS	864	oppC		COG1173	Oligopeptide transport system permease protein OppC
Agy99_04620	CDS	927	dppB		COG0601	Dipeptide transport system permease protein DppB
Agy99_04621	CDS	1758	oppA		COG4166	Oligopeptide-binding protein OppA
Agy99_04622	CDS	1956	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
Agy99_04623	CDS	699				hypothetical protein
Agy99_04624	CDS	519				hypothetical protein
Agy99_04625	CDS	966	ephA_3	3.3.2.10		Epoxide hydrolase A
Agy99_04626	CDS	1203		3.4.21.-	COG0265	Serine protease
Agy99_04627	CDS	282				hypothetical protein
Agy99_04628	CDS	483	nudL_1	3.6.1.-		putative Nudix hydrolase NudL
Agy99_04629	CDS	606	resA_3			Thiol-disulfide oxidoreductase ResA
Agy99_04630	CDS	792	nth	4.2.99.18	COG0177	Endonuclease III
Agy99_04631	CDS	354				hypothetical protein
Agy99_04632	CDS	675	crp		COG0664	CRP-like cAMP-activated global transcriptional regulator
Agy99_04633	CDS	807	gloB_4	3.1.2.6		Hydroxyacylglutathione hydrolase
Agy99_04634	CDS	456				hypothetical protein
Agy99_04635	CDS	162				hypothetical protein
Agy99_04636	CDS	1023			COG0003	Putative ATPase
Agy99_04637	CDS	1161				hypothetical protein
Agy99_04638	CDS	438	whiB_2			Transcriptional regulator WhiB
Agy99_04639	CDS	2412	mtgA	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
Agy99_04640	CDS	1014				hypothetical protein
Agy99_04641	CDS	1107				hypothetical protein
Agy99_04642	tRNA	75				tRNA-Pro(cgg)
Agy99_04643	CDS	252				hypothetical protein
Agy99_04644	CDS	1236		1.14.-.-		Putative cytochrome P450 137
Agy99_04645	CDS	243				hypothetical protein
Agy99_04646	CDS	255				hypothetical protein
Agy99_04647	CDS	270				hypothetical protein
Agy99_04648	CDS	291				hypothetical protein
Agy99_04649	CDS	546				hypothetical protein
Agy99_04650	CDS	315				hypothetical protein
Agy99_04651	CDS	195				hypothetical protein
Agy99_04652	CDS	321	fdnG-3	1.17.2.3	COG0243	Formate dehydrogenase 2 subunit alpha (cytochrome c-553)
Agy99_04653	CDS	1302	fdoG	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
Agy99_04654	CDS	333				hypothetical protein
Agy99_04655	CDS	114				hypothetical protein
Agy99_04656	CDS	765	fdnH		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
Agy99_04657	CDS	972				hypothetical protein
Agy99_04658	CDS	420	yqeY		COG1610	putative protein YqeY
Agy99_04659	CDS	1260				hypothetical protein
Agy99_04660	CDS	651				hypothetical protein
Agy99_04661	CDS	1140				putative membrane protein
Agy99_04662	CDS	978				hypothetical protein
Agy99_04663	CDS	1323				hypothetical protein
Agy99_04664	CDS	993				hypothetical protein
Agy99_04665	CDS	897				hypothetical protein
Agy99_04666	CDS	705				hypothetical protein
Agy99_04667	CDS	2187				hypothetical protein
Agy99_04668	CDS	1527	glpK	2.7.1.30	COG0554	Glycerol kinase
Agy99_04669	CDS	99				hypothetical protein
Agy99_04670	CDS	708				hypothetical protein
Agy99_04671	CDS	546				putative protein
Agy99_04672	CDS	1152	egtE	4.4.-.-		putative hercynylcysteine sulfoxide lyase
Agy99_04673	CDS	966	egtD	2.1.1.44	COG4301	Histidine N-alpha-methyltransferase
Agy99_04674	CDS	714	egtC_2	3.5.1.118	COG0121	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
Agy99_04675	CDS	1302	egtB	1.14.99.50	COG1262	Hercynine oxygenase
Agy99_04676	CDS	1215	egtA	6.3.2.2	COG3572	Glutamate--cysteine ligase EgtA
Agy99_04677	CDS	678				hypothetical protein
Agy99_04678	CDS	1449	katA	1.11.1.6	COG0753	Catalase
Agy99_04679	CDS	657				hypothetical protein
Agy99_04680	CDS	237				hypothetical protein
Agy99_04681	CDS	1116				hypothetical protein
Agy99_04682	CDS	1137				hypothetical protein
Agy99_04683	CDS	1059	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
Agy99_04684	CDS	1266	ask	2.7.2.4	COG0527	Aspartokinase
Agy99_04685	CDS	459		3.6.3.-		Multidrug efflux ATP-binding/permease protein
Agy99_04686	CDS	873		3.6.3.-	COG1132	Multidrug efflux ATP-binding/permease protein
Agy99_04687	CDS	2250		3.6.3.-		Multidrug efflux ATP-binding/permease protein
Agy99_04688	CDS	1893				hypothetical protein
Agy99_04689	CDS	1701	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
Agy99_04690	CDS	564				hypothetical protein
Agy99_04691	CDS	450				hypothetical protein
Agy99_04692	CDS	990	dinG_3	3.1.-.-		3'-5' exonuclease DinG
Agy99_04693	CDS	1155	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
Agy99_04694	CDS	708	gatD	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
Agy99_04695	CDS	612	recR		COG0353	Recombination protein RecR
Agy99_04696	CDS	444			COG0718	Nucleoid-associated protein
Agy99_04697	CDS	726		3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase
Agy99_04698	CDS	438				hypothetical protein
Agy99_04699	CDS	1413				hypothetical protein
Agy99_04700	CDS	891		2.1.1.-	COG2230	putative fatty acid methyltransferase
Agy99_04701	CDS	243				hypothetical protein
Agy99_04702	CDS	546				hypothetical protein
Agy99_04703	CDS	372				hypothetical protein
Agy99_04704	CDS	1866	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit gamma/tau
Agy99_04705	CDS	1287			COG1167	Putative aminotransferase/MSMEI_6121
Agy99_04706	tRNA	87				tRNA-Ser(gga)
Agy99_04707	CDS	816	lucA			Lipid uptake coordinator A
Agy99_04708	CDS	762	echA8_3	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
Agy99_04709	CDS	489				hypothetical protein
Agy99_04710	CDS	633				hypothetical protein
Agy99_04711	CDS	921				hypothetical protein
Agy99_04712	CDS	240				hypothetical protein
Agy99_04713	CDS	657				hypothetical protein
Agy99_04714	CDS	549				hypothetical protein
Agy99_04715	CDS	246				hypothetical protein
Agy99_04716	CDS	1314				hypothetical protein
Agy99_04717	CDS	1155				hypothetical protein
Agy99_04718	CDS	261				hypothetical protein
Agy99_04719	CDS	498				hypothetical protein
Agy99_04720	CDS	696		3.1.1.74		putative cutinase
Agy99_04721	CDS	1008				hypothetical protein
Agy99_04722	CDS	384				hypothetical protein
Agy99_04723	CDS	2592				hypothetical protein
Agy99_04724	CDS	312				hypothetical protein
Agy99_04725	CDS	579				hypothetical protein
Agy99_04726	CDS	1482				hypothetical protein
Agy99_04727	CDS	1146				hypothetical protein
Agy99_04728	CDS	540				hypothetical protein
Agy99_04729	CDS	312	PE5_4			PE family immunomodulator PE5
Agy99_04730	CDS	591	PPE2_6		COG5651	putative PPE family protein PPE2
Agy99_04731	CDS	690				hypothetical protein
Agy99_04732	CDS	411				hypothetical protein
Agy99_04733	CDS	1041	ligD_2		COG1793	Multifunctional non-homologous end joining protein LigD
Agy99_04734	CDS	1062	ligC	6.5.1.1	COG1793	DNA ligase C
Agy99_04735	CDS	543				hypothetical protein
Agy99_04736	CDS	654	pksS	1.14.-.-	COG2124	Polyketide biosynthesis cytochrome P450 PksS
Agy99_04737	CDS	723				hypothetical protein
Agy99_04738	CDS	1089				hypothetical protein
Agy99_04739	CDS	429				hypothetical protein
Agy99_04740	CDS	1224	tgs2_3	2.3.1.20		putative diacyglycerol O-acyltransferase tgs2
Agy99_04741	CDS	123	tgs2_4	2.3.1.20		putative diacyglycerol O-acyltransferase tgs2
Agy99_04742	CDS	1080				hypothetical protein
Agy99_04743	CDS	807			COG0204	putative protein
Agy99_04744	CDS	393				hypothetical protein
Agy99_04745	CDS	1803		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
Agy99_04746	CDS	1020	virS			HTH-type transcriptional regulator VirS
Agy99_04747	CDS	1359		2.3.1.20		Putative diacyglycerol O-acyltransferase
Agy99_04748	CDS	1500		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
Agy99_04749	CDS	1086	ord_2	1.4.1.26		2,4-diaminopentanoate dehydrogenase
Agy99_04750	CDS	816		1.1.1.53		3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase
Agy99_04751	CDS	1035	hpr_2	1.1.1.81	COG1052	Hydroxypyruvate reductase
Agy99_04752	CDS	3927	dltA_1	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
Agy99_04753	CDS	1326	pepN_2	3.4.11.2		Aminopeptidase N
Agy99_04754	CDS	372				hypothetical protein
Agy99_04755	CDS	336				PE family immunomodulator PE35
Agy99_04756	CDS	525				hypothetical protein
Agy99_04757	CDS	750	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
Agy99_04758	CDS	1239				hypothetical protein
Agy99_04759	CDS	1272				hypothetical protein
Agy99_04760	CDS	486				hypothetical protein
Agy99_04761	CDS	384				hypothetical protein
Agy99_04762	CDS	354				hypothetical protein
Agy99_04763	CDS	174				hypothetical protein
Agy99_04764	CDS	2772				hypothetical protein
Agy99_04765	CDS	1335				IS256 family transposase IS2606
Agy99_04766	tRNA	90				tRNA-Ser(cga)
Agy99_04767	CDS	459	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
Agy99_04768	CDS	420				hypothetical protein
Agy99_04769	CDS	1038	tyrA	1.3.1.12	COG0287	Prephenate dehydrogenase
Agy99_04770	CDS	555				hypothetical protein
Agy99_04771	CDS	747	opuBB_2		COG1174	Choline transport system permease protein OpuBB
Agy99_04772	CDS	681	opuBB_3		COG1174	Choline transport system permease protein OpuBB
Agy99_04773	CDS	357				hypothetical protein
Agy99_04774	CDS	792	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
Agy99_04775	CDS	948	yehZ		COG1732	Glycine betaine-binding protein YehZ
Agy99_04776	CDS	378			COG5416	putative membrane protein
Agy99_04777	CDS	438				hypothetical protein
Agy99_04778	CDS	606				hypothetical protein
Agy99_04779	CDS	609	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
Agy99_04780	CDS	2790				hypothetical protein
Agy99_04781	CDS	957				hypothetical protein
Agy99_04782	CDS	1062		2.7.1.-	COG3173	Putative aminoglycoside phosphotransferase
Agy99_04783	CDS	765	golD	1.1.1.6		NAD-dependent glycerol dehydrogenase
Agy99_04784	CDS	1308	bbsG_1	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
Agy99_04785	CDS	603				hypothetical protein
Agy99_04786	CDS	969	qorA_4	1.6.5.5	COG0604	Quinone oxidoreductase 1
Agy99_04787	CDS	1848	yjcS_2	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
Agy99_04788	CDS	486	lpqH			Lipoprotein LpqH
Agy99_04789	CDS	1095	tcrY_1	2.7.13.3		putative sensor histidine kinase TcrY
Agy99_04790	CDS	576				hypothetical protein
Agy99_04791	CDS	705	tcrX_2		COG0745	putative transcriptional regulatory protein TcrX
Agy99_04792	CDS	1335				IS256 family transposase IS2606
Agy99_04793	CDS	420				hypothetical protein
Agy99_04794	CDS	858				hypothetical protein
Agy99_04795	CDS	156				hypothetical protein
Agy99_04796	CDS	138				hypothetical protein
Agy99_04797	CDS	1335				IS256 family transposase IS2606
Agy99_04798	CDS	1302				hypothetical protein
Agy99_04799	CDS	141				hypothetical protein
Agy99_04800	CDS	1443				hypothetical protein
Agy99_04801	CDS	1491				hypothetical protein
Agy99_04802	CDS	1302				hypothetical protein
Agy99_04803	CDS	945		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
Agy99_04804	CDS	348				hypothetical protein
Agy99_04805	CDS	993				hypothetical protein
Agy99_04806	tRNA	74				tRNA-Arg(acg)
Agy99_04807	tRNA	90				tRNA-Ser(gct)
Agy99_04808	CDS	1086	pat	2.6.1.-	COG0079	Putative phenylalanine aminotransferase
Agy99_04809	CDS	438				hypothetical protein
Agy99_04810	CDS	585				hypothetical protein
Agy99_04811	CDS	2106	caiD_5	4.2.1.149		Carnitinyl-CoA dehydratase
Agy99_04812	CDS	261				hypothetical protein
Agy99_04813	CDS	1260				hypothetical protein
Agy99_04814	CDS	690				putative PPE family protein PPE40
Agy99_04815	CDS	636				putative PPE family protein PPE42
Agy99_04816	CDS	273		5.4.99.5	COG1605	Intracellular chorismate mutase
Agy99_04817	CDS	600	fbpC_1	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85C
Agy99_04818	CDS	1302				hypothetical protein
Agy99_04819	CDS	204	fbpA_1	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85A
Agy99_04820	CDS	1665	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
Agy99_04821	CDS	750		1.-.-.-	COG1028	putative oxidoreductase
Agy99_04822	CDS	864	mutM	4.2.99.18		Formamidopyrimidine-DNA glycosylase
Agy99_04823	CDS	1053				hypothetical protein
Agy99_04824	CDS	405				hypothetical protein
Agy99_04825	CDS	408				hypothetical protein
Agy99_04826	CDS	273				putative PE-PGRS family protein PE_PGRS24
Agy99_04827	CDS	1608				hypothetical protein
Agy99_04828	CDS	744				hypothetical protein
Agy99_04829	CDS	906				putative protein
Agy99_04830	CDS	1305				hypothetical protein
Agy99_04831	CDS	123				hypothetical protein
Agy99_04832	CDS	765				hypothetical protein
Agy99_04833	CDS	945	rutA_2	1.14.99.46		Pyrimidine monooxygenase RutA
Agy99_04834	CDS	756		4.2.1.17	COG1024	putative enoyl-CoA hydratase echA12
Agy99_04835	CDS	924		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
Agy99_04836	CDS	1722				hypothetical protein
Agy99_04837	CDS	1788				hypothetical protein
Agy99_04838	CDS	141				hypothetical protein
Agy99_04839	CDS	2313	ligD_3		COG1793	Multifunctional non-homologous end joining DNA repair protein LigD
Agy99_04840	CDS	912	scrK	2.7.1.4	COG0524	Fructokinase
Agy99_04841	CDS	876	mku		COG1273	Non-homologous end joining protein Ku
Agy99_04842	CDS	1104	pstS2			Phosphate-binding protein PstS2
Agy99_04843	CDS	348	pknD_7	2.7.11.1	COG0515	Serine/threonine-protein kinase PknD
Agy99_04844	CDS	1764	pknD_8	2.7.11.1	COG0515	Serine/threonine-protein kinase PknD
Agy99_04845	CDS	903	pstA1_2		COG0581	Phosphate transport system permease protein PstA 1
Agy99_04846	CDS	975	pstC2_2		COG0573	Phosphate transport system permease protein PstC 2
Agy99_04847	CDS	1113	pstS3_3		COG0226	Phosphate-binding protein PstS 3
Agy99_04848	CDS	792		1.-.-.-		putative oxidoreductase
Agy99_04849	CDS	921				hypothetical protein
Agy99_04850	CDS	183				hypothetical protein
Agy99_04851	CDS	735	rosB_2	2.6.1.114		8-demethyl-8-aminoriboflavin-5'-phosphate synthase
Agy99_04852	CDS	1227	mntH_2		COG1914	Divalent metal cation transporter MntH
Agy99_04853	CDS	330				hypothetical protein
Agy99_04854	CDS	1038				hypothetical protein
Agy99_04855	tRNA	76				tRNA-Arg(cct)
Agy99_04856	CDS	153				hypothetical protein
Agy99_04857	CDS	915				putative protein
Agy99_04858	CDS	2553				hypothetical protein
Agy99_04859	CDS	504				hypothetical protein
Agy99_04860	CDS	1311				hypothetical protein
Agy99_04861	CDS	852				hypothetical protein
Agy99_04862	CDS	234				hypothetical protein
Agy99_04863	CDS	804				hypothetical protein
Agy99_04864	CDS	360	lipY_6	3.1.1.3		Triacylglycerol lipase
Agy99_04865	CDS	1269				putative PPE family protein PPE29
Agy99_04866	CDS	1161				hypothetical protein
Agy99_04867	CDS	1335				IS256 family transposase IS2606
Agy99_04868	CDS	1902	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
Agy99_04869	CDS	273		3.6.3.-	COG0842	ABC transporter ATP-binding/permease protein
Agy99_04870	CDS	144				hypothetical protein
Agy99_04871	CDS	297	pknD_9	2.7.11.1		Serine/threonine-protein kinase PknD
Agy99_04872	CDS	1779	pknH_3	2.7.11.1	COG0515	Serine/threonine-protein kinase PknH
Agy99_04873	CDS	525				putative protein
Agy99_04874	CDS	1275		4.6.1.1	COG2114	pH-sensitive adenylate cyclase
Agy99_04875	CDS	1488	pknD_10	2.7.11.1		Serine/threonine-protein kinase PknD
Agy99_04876	CDS	273				hypothetical protein
Agy99_04877	CDS	1302				hypothetical protein
Agy99_04878	CDS	1335				IS256 family transposase IS2606
Agy99_04879	CDS	225				hypothetical protein
Agy99_04880	CDS	276				hypothetical protein
Agy99_04881	CDS	1302				hypothetical protein
Agy99_04882	CDS	270				putative protein
Agy99_04883	CDS	1431	amiB2	3.5.1.4	COG0154	Putative amidase AmiB2
Agy99_04884	CDS	429				hypothetical protein
Agy99_04885	CDS	453		1.1.98.-		F420H(2)-dependent quinone reductase
Agy99_04886	CDS	1053				hypothetical protein
Agy99_04887	CDS	1137			COG0654	putative protein
